amount,contributor_name,date,honoree_name,state,country
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Rodney L. Davis,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. Robin L. Kelly,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Rep. Edward Scott Rigell,AR,US
3000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Sen. Lindsey O. Graham,AR,US
90000.00,WAL-MART STORES INC,2013-03-01,Members of the Congressional Hispanic Caucus,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. Debbie Wasserman Schultz,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Rep. Lamar Seeligson Smith,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,"Rep. Harold Watson Gowdy, III",AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-02,Rep. Paul Ryan,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Sen. Claire Conner McCaskill,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Renee Jacisin Ellmers,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Sen. Richard Blumenthal,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Rep. John Timothy Griffin,AR,US
1500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Rep. Bennie G. Thompson,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-20,"Rep. John Conyers, Jr.",AR,US
1500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. John B. Larson,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. Terri A. Sewell,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. R. Blake Farenthold,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Stephen I. Cohen,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Rep. Michael G. Grimm,AR,US
5000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Sen. Roy D. Blunt,AR,US
3000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Steve J. Israel,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Sen. Jerry Moran,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. James Jordan,AR,US
15000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Democratic Congressional Campaign Committee,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-09,Rep. Pete P. Gallego,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Rep. Carolyn B. Maloney,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Henry Roberto Cuellar,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Erik Paulsen,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. Kevin Brady,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-28,Rep. Gregory P. Walden,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Jack Kingston,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Todd Christopher Young,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Sen. Mary L. Landrieu,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Rep. K. Jacqueline Speier,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Rep. Ronald D. DeSantis,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Jeffrey Denham,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,Sen. Mark E. Udall,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Rep. Mario Diaz-Balart,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Sen. Roy D. Blunt,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Trent Franks,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,"Rep. Garland Hale Barr, IV",AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Timothy J. Walz,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Rep. Diane Black,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Rep. Louis J. Barletta,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-02,Rep. Ron Kind,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Rep. Pete P. Gallego,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,"Sen. John Cornyn, III",AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-02,Sen. Michael D. Crapo,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Sen. Lamar Alexander,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Lynn Jenkins,AR,US
3000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Eric Alan Crawford,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. James David Matheson,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Steve J. Israel,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. James Austin Scott,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. Douglas Allen Collins,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Eric Alan Crawford,AR,US
5000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Sen. Mark Lunsford Pryor,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Robert William Goodlatte,AR,US
3000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Xavier Becerra,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Ruben E. Hinojosa,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Rep. Collin C. Peterson,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Raul Ruiz,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Rep. Stephen J. Scalise,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Michael G. Fitzpatrick,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Gregory P. Walden,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Sen. Richard J. Durbin,AR,US
15000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-01-24,National Republican Congressional Committee,AR,US
4000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Sen. Michael B. Enzi,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Marcia L. Fudge,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Eric Ivan Cantor,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Sen. Jefferson Beauregard Sessions,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. David Lee Camp,AR,US
1500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Rep. Jim Cooper,AR,US
15000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Republican National Committee,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. Gregory W. Meeks,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Sen. Debra Fischer,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Sen. Jeanne Shaheen,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Rep. Thomas Cotton,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,"Rep. Charles W. Boustany, Jr.",AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,"Rep. Samuel B. Graves, Jr.",AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Dennis A. Ross,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Rep. Sean P. Duffy,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Sen. Timothy Eugene Scott,AR,US
1500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Lamar Seeligson Smith,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Thomas Latham,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. Luis V. Gutierrez,AR,US
15000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-01-24,Democratic Senatorial Campaign Committee,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Marc A. Veasey,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. David P. Joyce,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. Martha Roby,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. John Jenkins Barrow,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Sen. Johnny Isakson,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Rep. Eric Ivan Cantor,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-02,Rep. Cathy McMorris Rodgers,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,"Rep. Thomas W. Reed, II.",AR,US
5000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. James E. Clyburn,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Sen. Mitch McConnell,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Doug LaMalfa,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Steven Alexzander Horsford,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. George E. B. Holding,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Rep. Kevin McCarthy,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Sen. Susan Margaret Collins,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Aaron Schock,AR,US
333333.00,WAL-MART STORES INC,2013-03-12,Members of the Congressional Hispanic Caucus,AR,US
15000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,National Republican Senatorial Committee,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Sen. John Randolph Thune,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Ron Kind,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-09,Rep. William L. Owens,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Rep. Mike McIntyre,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Steven Arnold King,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Joe L. Barton,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,"Rep. Thomas E. Price, M.D.",AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,"Rep. John J. Duncan, Jr.",AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Christopher Patrick Gibson,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Sen. Michael B. Enzi,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-01-14,Sen. Mark Peter Begich,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. R. Blake Farenthold,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-09,Rep. Mike McIntyre,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Sen. Michael F. Bennet,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Sen. Mary L. Landrieu,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Sen. Thomas Richard Carper,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Rep. William H. Flores,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-09,Rep. John Jenkins Barrow,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,Sen. Heidi Heitkamp,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-04,Rep. Robert Ernest Andrews,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,"Rep. Sanford D. Bishop, Jr.",AR,US
1500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,"Rep. Michael Thomas McCaul, Sr.",AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. Steve Stivers,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,Rep. Henry Roberto Cuellar,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. Fredrick Stephen Upton,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Rep. William H. Flores,AR,US
3000.00,WAL-MART STORES INC,2013-05-28,Members of the Congressional Hispanic Caucus,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Rep. Mark E. Amodei,AR,US
5000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,Sen. Mark Lunsford Pryor,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Jacqueline Walorski,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-20,Sen. Richard J. Durbin,AR,US
5000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,Rep. Stephen A. Womack,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Rep. Patrick J. Tiberi,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-28,Rep. Carolyn B. Maloney,AR,US
1500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Michael C. Thompson,AR,US
1500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Rep. Albio Sires,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,"Rep. Spencer Thomas Bachus, III",AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. Tony Cardenas,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. James B. Renacci,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Sen. Mark Peter Begich,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Rep. Gerald E. Connolly,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Howard Coble,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Sen. Lamar Alexander,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,Rep. Ron Kind,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. K. Michael Conaway,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-27,"Rep. John Conyers, Jr.",AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,Sen. Susan Margaret Collins,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-02,Rep. Jefferson B. Miller,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Sen. Debra Fischer,AR,US
331033.00,WAL-MART STORES INC,2013-05-08,Members of the Congressional Black Caucus,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-09,Rep. Steve J. Israel,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-20,Rep. Michelle Lujan Grisham,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Darrell Issa,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Sen. Lindsey O. Graham,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. James Randy Forbes,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,"Rep. Charles W. Boustany, Jr.",AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. John Timothy Griffin,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-09,Rep. Jose A. Garcia,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,Rep. Robert Ernest Andrews,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Sen. Kay R. Hagan,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Rep. Allyson Y. Schwartz,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Luis V. Gutierrez,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-20,Rep. Charles Bernard Rangel,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Rep. Cedric L. Richmond,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-09,Rep. Raul Ruiz,AR,US
5000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-31,Sen. John Nichols Boozman,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Ben Ray Lujan,AR,US
25000.00,WAL-MART STORES INC,2013-01-01,Members of the Congressional Hispanic Caucus,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. John Kline,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-22,Rep. Jim Costa,AR,US
1500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,Rep. Luis V. Gutierrez,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-02,Rep. Kristi Lynn Noem,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-09,Rep. Daniel Benjamin Maffei,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-27,"Rep. Charles W. Boustany, Jr.",AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. Richard Edmund Neal,AR,US
1500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-04-18,Rep. Theodore Eliot Deutch,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-19,Rep. Phil Gingrey,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-19,Rep. Diane Black,AR,US
2000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-06-20,Rep. Lamar Seeligson Smith,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-03-14,Rep. David Lee Camp,AR,US
1000.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-05-17,Rep. Ronald D. DeSantis,AR,US
2500.00,WAL-MART STORES INC. PAC FOR RESPONSIBLE GOVERNMENT,2013-02-05,Sen. John Randolph Thune,AR,US
100.00,"TURNER, THOMAS FORBES",2013-03-01,Rep Bob Gibbs,OH,US
1000.00,"FOSTER, LISA GERMAN",2013-03-18,Senator Max Baucus,DC,US
250.00,"FOSTER, LISA GERMAN",2013-03-20,Representative Judy Chu,DC,US
500.00,"FOSTER, LISA GERMAN",2013-04-18,Senator Sherrod Brown,DC,US
1000.00,"FOSTER, LISA GERMAN",2013-01-31,Senator Kay Hagan,DC,US
1500.00,"FOSTER, LISA GERMAN",2013-05-01,Senator Barbara Mikulski,DC,US
1000.00,"FOSTER, LISA GERMAN",2013-06-13,Senator Chris Coons,DC,US
5000.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-01-18,"Bass, Karen",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-03-04,"Polis, Jared",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-03-13,"Swalwell, Eric M.",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-06-04,"Keating, Bill",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-05-17,"Clyburn, James",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-03-19,"Schwartz, Allyson",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-06-18,"Beatty, Joyce",MD,US
5000.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-01-04,"Tierney, John F.",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-06-04,"Lowenthal, Alan",MD,US
5000.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-06-21,"Hoyer, Steny",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-03-04,"Kilmer, Derek",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-03-04,"Sherman, Brad",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-03-15,"Kuster, Annie",MD,US
5000.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-05-08,"Hoyer, Steny",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-04-03,"Andrews, Rob",MD,US
5000.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-02-19,"Green, Gene",MD,US
2500.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-03-22,"Meng, Grace",MD,US
5000.00,UNITED ASSOCIATION POLITICAL EDUCATION COMMITTEE,2013-02-19,"Tester, John",MD,US
